Sample	Family	Gender	Population	Population Description	Super Population	Super Population Description
HG03888	ST050	female	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG03890	ST110	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG03894	ST111	female	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG03895	ST107	female	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG03896	ST111	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG03897	ST115	female	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG03898	ST114	female	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG03899	ST114	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG03900	ST115	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG03901	BD29	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG03902	HG03902	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG03903	BD29	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG03904	BD30	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG03905	BD30	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG03906	BD30	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG03907	BD31	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG03908	BD31	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG03909	BD31	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG03910	BD32	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG03911	BD32	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG03913	BD33	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG03914	BD33	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG03915	BD33	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG03916	HG03916	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG03917	BD34	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG03919	BD35	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG03920	BD35	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG03922	BD36	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG03924	BD36	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG03925	BD37	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG03926	BD37	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG03927	BD37	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG03928	BD38	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG03929	BD38	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG03930	BD38	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG03931	BD39	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG03934	BD40	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG03937	BD41	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG03939	BD41	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG03940	BD42	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG03941	BD42	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG03942	BD42	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG03943	ST116	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG03944	ST116	female	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG03945	ST117	female	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG03947	ST118	female	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG03948	ST010	female	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG03949	ST123	female	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG03950	ST090	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG03951	ST013	female	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG03953	ST122	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG03955	ST119	female	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG03960	IT044	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG03963	IT042	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG03965	IT45	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG03967	IT51	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG03968	IT046	female	ITU	Indian Telugu in the UK	SAS	South Asian
HG03969	IT046	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG03971	IT048	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG03972	IT049	female	ITU	Indian Telugu in the UK	SAS	South Asian
HG03973	IT050	female	ITU	Indian Telugu in the UK	SAS	South Asian
HG03974	IT049	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG03976	IT050	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG03977	IT047	female	ITU	Indian Telugu in the UK	SAS	South Asian
HG03978	IT047	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG03982	ST091	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG03985	ST144	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG03986	ST106	female	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG03988	ST145	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG03989	ST145	female	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG03990	ST142	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG03991	ST143	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG03992	ST116	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG03995	ST021	female	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG03998	ST147	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG03999	ST007	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04001	IT053	female	ITU	Indian Telugu in the UK	SAS	South Asian
HG04002	IT053	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG04003	ST152	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04006	ST078	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04014	IT059	female	ITU	Indian Telugu in the UK	SAS	South Asian
HG04015	IT060	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG04017	IT061	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG04018	IT007	female	ITU	Indian Telugu in the UK	SAS	South Asian
HG04019	IT056	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG04020	IT059	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG04022	IT062	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG04023	IT058	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG04024	IT056	female	ITU	Indian Telugu in the UK	SAS	South Asian
HG04025	IT058	female	ITU	Indian Telugu in the UK	SAS	South Asian
HG04026	IT061	female	ITU	Indian Telugu in the UK	SAS	South Asian
HG04029	ST154	female	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04033	ST076	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04035	ST094	female	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04036	ST116	female	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04037	ST169	female	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04038	ST170	female	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04039	ST172	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04040	ST010	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04042	ST171	female	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04047	ST173	female	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04050	IT177	female	ITU	Indian Telugu in the UK	SAS	South Asian
HG04053	IT178	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG04054	IT180	female	ITU	Indian Telugu in the UK	SAS	South Asian
HG04055	IT179	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG04056	IT180	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG04058	IT184	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG04059	IT184	female	ITU	Indian Telugu in the UK	SAS	South Asian
HG04060	IT183	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG04061	IT182	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG04062	IT182	female	ITU	Indian Telugu in the UK	SAS	South Asian
HG04063	IT183	female	ITU	Indian Telugu in the UK	SAS	South Asian
HG04067	ST116	female	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04070	IT45	female	ITU	Indian Telugu in the UK	SAS	South Asian
HG04075	ST190	female	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04076	IT191	female	ITU	Indian Telugu in the UK	SAS	South Asian
HG04080	IT194	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG04090	IT199	female	ITU	Indian Telugu in the UK	SAS	South Asian
HG04093	IT199	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG04094	IT201	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG04096	IT202	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG04098	IT205	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG04099	ST203	female	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04100	ST203	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04106	ST176	female	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04107	ST176	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04114	ST120	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04115	ST111	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04118	IT214	female	ITU	Indian Telugu in the UK	SAS	South Asian
HG04122	ST190	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04127	ST190	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04128	BD43	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG04131	BD44	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG04132	BD44	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG04133	BD44	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG04134	BD45	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG04135	BD45	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG04136	BD45	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG04140	BD47	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG04141	BD47	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG04142	BD47	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG04144	BD48	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG04146	BD49	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG04147	BD49	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG04148	BD49	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG04149	BD50	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG04150	BD50	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG04151	BD50	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG04152	BD51	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG04153	BD51	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG04155	BD52	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG04156	BD52	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG04157	BD52	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG04158	BD53	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG04159	BD53	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG04160	BD53	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG04161	BD54	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG04162	BD54	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG04164	BD55	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG04171	BD57	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG04173	BD58	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG04174	BD58	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG04175	BD58	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG04176	BD59	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG04177	BD59	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG04180	BD60	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG04181	BD60	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG04182	BD61	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG04183	BD61	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG04184	BD61	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG04185	BD62	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG04186	BD62	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG04187	BD62	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG04188	BD63	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG04189	BD63	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG04191	BD64	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG04192	BD64	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG04193	BD64	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG04194	BD65	male	BEB	Bengali in Bangladesh	SAS	South Asian
HG04195	BD65	female	BEB	Bengali in Bangladesh	SAS	South Asian
HG04197	ST154	female	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04198	IT220	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG04199	ST203	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04200	IT220	female	ITU	Indian Telugu in the UK	SAS	South Asian
HG04202	IT222	female	ITU	Indian Telugu in the UK	SAS	South Asian
HG04204	ST006	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04206	HG04206	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG04208	ST186	female	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04209	IT217	female	ITU	Indian Telugu in the UK	SAS	South Asian
HG04210	ST186	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04211	IT223	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG04212	IT223	female	ITU	Indian Telugu in the UK	SAS	South Asian
HG04214	IT226	female	ITU	Indian Telugu in the UK	SAS	South Asian
HG04215	ST006	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04216	IT227	female	ITU	Indian Telugu in the UK	SAS	South Asian
HG04217	IT220	female	ITU	Indian Telugu in the UK	SAS	South Asian
HG04219	IT228	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG04222	IT225	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG04225	IT231	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG04227	ST232	female	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04228	ST232	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04229	ST232	male	STU	Sri Lankan Tamil in the UK	SAS	South Asian
HG04235	IT237	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG04238	IT240	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG04239	HG04239	male	ITU	Indian Telugu in the UK	SAS	South Asian
HG04301	HG04301	female	GBR	British in England and Scotland	EUR	European
HG04302	HG04302	male	GBR	British in England and Scotland	EUR	European
HG04303	HG04303	female	GBR	British in England and Scotland	EUR	European
NA06984	1328	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA06985	1341	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA06986	13291	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA06989	1328	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA06991	1341	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA06993	1341	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA06994	1340	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA06995	13291	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA06997	13291	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA07000	1340	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA07014	13292	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA07019	1340	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA07022	1340	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA07029	1340	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA07031	13292	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA07034	1341	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA07037	13291	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA07045	13291	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA07048	1341	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA07051	13292	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA07055	1341	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA07056	1340	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA07340	1331	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA07345	1345	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA07346	1345	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA07347	1345	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA07348	1345	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA07349	1345	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA07357	1345	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA07435	13291	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA10830	1408	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA10831	1408	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA10835	1416	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA10836	1418	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA10837	1418	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA10838	1420	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA10839	1420	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA10840	1421	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA10842	1423	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA10843	1423	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA10845	1424	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA10846	1334	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA10847	1334	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA10850	1344	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA10851	1344	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA10852	1346	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA10853	1349	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA10854	1349	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA10855	1350	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA10856	1350	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA10857	1346	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA10859	1347	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA10860	1362	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA10861	1362	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA10863	1375	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA10864	1377	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA10865	1377	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA11829	1350	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA11830	1350	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA11831	1350	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA11832	1350	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA11839	1349	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA11840	1349	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA11843	1349	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA11881	1347	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA11882	1347	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA11891	1377	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA11892	1377	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA11893	1377	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA11894	1377	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA11917	1423	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA11918	1423	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA11919	1423	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA11920	1423	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA11930	1424	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA11931	1424	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA11932	1424a	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA11933	1424a	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA11992	1362	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA11993	1362	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA11994	1362	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA11995	1362	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA12003	1420	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA12004	1420	female	CEU	Utah residents with Northern and Western European ancestry	EUR	European
NA12005	1420	male	CEU	Utah residents with Northern and Western European ancestry	EUR	European
